Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
LN850345,Influenza A virus (A/England/01180018/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850346,Influenza A virus (A/England/01180018/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850347,Influenza A virus (A/England/01180018/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850348,Influenza A virus (A/England/01180018/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850349,Influenza A virus (A/England/01180018/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850361,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850362,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850363,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850364,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850365,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850366,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850367,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850368,Influenza A virus (A/England/04900053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-02,2015-05-21,ssRNA(-)
LN850418,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850419,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850420,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850421,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850422,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850423,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850424,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850425,Influenza A virus (A/England/01180007/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-03-18,2015-05-21,ssRNA(-)
LN850426,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850427,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850428,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850429,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850430,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850431,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850432,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850433,Influenza A virus (A/England/10820734/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-10,2015-05-21,ssRNA(-)
LN850434,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850435,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850436,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850437,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850438,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850439,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850440,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850441,Influenza A virus (A/England/11520759/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2011-01-20,2015-05-21,ssRNA(-)
LN850708,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850709,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850710,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850711,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850712,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850713,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850714,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850715,Influenza A virus (A/England/393/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-16,2015-05-21,ssRNA(-)
LN850716,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850717,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850718,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850719,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850720,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850721,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850722,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850723,Influenza A virus (A/England/04980053/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-11-30,2015-05-21,ssRNA(-)
LN850724,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN850725,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN850726,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN850727,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN850728,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN850729,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN850730,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN850731,Influenza A virus (A/England/10740561/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,oronasopharynx,"Grayson E,Nicholas.",2010-12-14,2015-05-21,ssRNA(-)
LN849987,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849988,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849989,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849990,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849991,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849992,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849993,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849994,Influenza A virus (A/England/10740571/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849995,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849996,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849997,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849998,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN849999,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN850000,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN850001,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN850002,Influenza A virus (A/England/688/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-18,2015-05-20,ssRNA(-)
LN850003,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850004,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850005,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850006,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850007,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850008,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850009,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850010,Influenza A virus (A/England/10820733/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-10,2015-05-20,ssRNA(-)
LN850011,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850012,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850013,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850014,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850015,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850016,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850017,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850018,Influenza A virus (A/England/10740664/2011(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2011-01-12,2015-05-20,ssRNA(-)
LN850019,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850020,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850021,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850022,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850023,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850024,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850025,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850026,Influenza A virus (A/England/WTSI1769/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom,Homo sapiens,,"Grayson E,Nicholas.",2010-12-24,2015-05-20,ssRNA(-)
LN850027,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850028,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,2,2274,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850029,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,3,2151,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850030,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,4,1701,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850031,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,5,1497,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850032,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,6,1410,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850033,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,7,982,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850034,Influenza A virus (A/England/29/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,8,838,partial,United Kingdom:Liverpool,Homo sapiens,,"Grayson E,Nicholas.",2010-02-04,2015-05-20,ssRNA(-)
LN850035,Influenza A virus (A/England/694/2010(H1N1)),Alphainfluenzavirus influenzae,H1N1,,1,2280,partial,United Kingdom:London,Homo sapiens,,"Grayson E,Nicholas.",2010-12-30,2015-05-20,ssRNA(-)
