Accession,Organism_Name,Species,Genotype,Isolate,Segment,Length,Nuc_Completeness,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
OQ764743,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764744,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764745,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764746,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764747,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764748,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764749,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764750,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED88,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-24,2023-05-03,ssRNA(-)
OQ764751,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764752,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764753,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764754,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764755,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764756,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764757,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764758,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED9,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-21,2023-05-03,ssRNA(-)
OQ764759,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764760,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764761,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764762,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764763,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764764,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764765,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764766,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED90,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-23,2023-05-03,ssRNA(-)
OQ764767,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764768,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764769,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764770,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764771,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764772,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764773,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764774,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_ED92,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-28,2023-05-03,ssRNA(-)
OQ764775,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764776,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764777,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764778,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764779,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764780,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764781,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764782,Influenza A virus,Alphainfluenzavirus influenzae,H1,GSTT_IAV_ED99,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-27,2023-05-03,ssRNA(-)
OQ764783,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,1,2280,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ764784,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,2,2274,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ764785,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,3,2151,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ764786,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,4,1701,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ764787,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,5,1497,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ764788,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,7,982,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ764789,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,8,838,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ764790,Influenza A virus,Alphainfluenzavirus influenzae,H3,GSTT_IAV_R1,6,1410,partial,United Kingdom,United Kingdom,Homo sapiens,oronasopharynx,"Williams,T.G.S., Nebbia,G., Alder,C., Snell,L.B.",2022-12-29,2023-05-03,ssRNA(-)
OQ615568,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ615569,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ615570,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ615571,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ615572,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ615573,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ615574,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ615575,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-14124,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Garrett,C.M., Fries,A.C., Hanson,J.F., Kramer,D.L., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Selent,M.U.",2023-01-19,2023-03-18,ssRNA(-)
OQ317743,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ317744,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ317745,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ317746,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ317747,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ317748,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ317749,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ317750,Influenza A virus,Alphainfluenzavirus influenzae,H1N1,USAFSAM-13808,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-12-07,2023-01-29,ssRNA(-)
OQ249474,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ249475,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ249476,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,6,1410,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ249477,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,5,1497,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ249478,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,8,838,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ249479,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,3,2151,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ249480,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,2,2274,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ249481,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13651,1,2280,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-11-15,2023-01-18,ssRNA(-)
OQ240544,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13536,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-10-12,2023-01-17,ssRNA(-)
OQ240545,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13537,4,1701,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-10-05,2023-01-17,ssRNA(-)
OQ240571,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13536,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-10-12,2023-01-17,ssRNA(-)
OQ240572,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13537,7,982,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-10-05,2023-01-17,ssRNA(-)
OQ240597,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13536,6,1402,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-10-12,2023-01-17,ssRNA(-)
OQ240598,Influenza A virus,Alphainfluenzavirus influenzae,H3N2,USAFSAM-13537,6,1402,partial,United Kingdom: Suffolk,United Kingdom,Homo sapiens,oronasopharynx,"Gruner,W.E., Muehleman,D.M., Fries,A.C., Garrett,C.M., Kramer,D.L., Hanson,J.F., Demarcus,L.S., Sjoberg,P.A., Wasik,P.M., Robbins,A.S., Macias,E.A., Shaw,K.B., Johnson,C.D.",2022-10-05,2023-01-17,ssRNA(-)
